COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A5_CNT,A0A5_M_CNT,A0A5_F_CNT,A6A11_CNT,A6A11_M_CNT,A6A11_F_CNT,A12A17_CNT,A12A17_M_CNT,A12A17_F_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-5歲兒童人口數,0-5歲兒童男性人口數,0-5歲兒童女性人口數,6-11歲兒童人口數,6-11歲兒童男性人口數,6-11歲兒童女性人口數,12-17歲少年人口數,12-17歲少年男性人口數,12-17歲少年女性人口數,資料時間
65000,新北市,65000010,板橋區,65000010-001,留侯里,72,43,29,112,56,56,83,43,40,110Y12M
65000,新北市,65000010,板橋區,65000010-002,流芳里,62,25,37,129,71,58,66,34,32,110Y12M
65000,新北市,65000010,板橋區,65000010-003,赤松里,44,24,20,89,45,44,60,35,25,110Y12M
65000,新北市,65000010,板橋區,65000010-004,黃石里,77,43,34,122,60,62,77,43,34,110Y12M
65000,新北市,65000010,板橋區,65000010-005,挹秀里,106,56,50,154,73,81,92,47,45,110Y12M
65000,新北市,65000010,板橋區,65000010-006,湳興里,275,150,125,246,113,133,200,108,92,110Y12M
65000,新北市,65000010,板橋區,65000010-007,新興里,147,82,65,117,56,61,112,55,57,110Y12M
65000,新北市,65000010,板橋區,65000010-008,社後里,237,122,115,259,132,127,311,182,129,110Y12M
65000,新北市,65000010,板橋區,65000010-009,香社里,184,101,83,192,99,93,213,108,105,110Y12M
65000,新北市,65000010,板橋區,65000010-010,中正里,319,172,147,310,152,158,332,170,162,110Y12M
65000,新北市,65000010,板橋區,65000010-011,自強里,304,142,162,263,147,116,198,112,86,110Y12M
65000,新北市,65000010,板橋區,65000010-012,自立里,106,58,48,101,45,56,116,58,58,110Y12M
65000,新北市,65000010,板橋區,65000010-013,光華里,134,69,65,105,57,48,118,64,54,110Y12M
65000,新北市,65000010,板橋區,65000010-014,國光里,115,47,68,102,45,57,148,88,60,110Y12M
65000,新北市,65000010,板橋區,65000010-015,港尾里,149,81,68,165,86,79,173,92,81,110Y12M
65000,新北市,65000010,板橋區,65000010-016,金華里,202,110,92,236,126,110,152,87,65,110Y12M
65000,新北市,65000010,板橋區,65000010-017,港德里,193,92,101,220,126,94,248,138,110,110Y12M
65000,新北市,65000010,板橋區,65000010-018,民權里,103,49,54,135,82,53,95,49,46,110Y12M
65000,新北市,65000010,板橋區,65000010-019,建國里,171,95,76,146,61,85,164,85,79,110Y12M
65000,新北市,65000010,板橋區,65000010-020,漢生里,155,77,78,399,202,197,249,131,118,110Y12M
65000,新北市,65000010,板橋區,65000010-021,公■里,168,91,77,279,150,129,210,108,102,110Y12M
65000,新北市,65000010,板橋區,65000010-022,新民里,164,79,85,453,242,211,300,175,125,110Y12M
65000,新北市,65000010,板橋區,65000010-023,幸福里,183,92,91,192,104,88,174,94,80,110Y12M
65000,新北市,65000010,板橋區,65000010-024,忠誠里,135,68,67,363,195,168,268,141,127,110Y12M
65000,新北市,65000010,板橋區,65000010-025,百壽里,115,51,64,313,163,150,227,117,110,110Y12M
65000,新北市,65000010,板橋區,65000010-026,介壽里,99,46,53,295,155,140,244,119,125,110Y12M
65000,新北市,65000010,板橋區,65000010-027,新埔里,88,52,36,77,41,36,79,35,44,110Y12M
65000,新北市,65000010,板橋區,65000010-028,華江里,408,217,191,775,420,355,568,270,298,110Y12M
65000,新北市,65000010,板橋區,65000010-029,江翠里,212,101,111,228,127,101,233,114,119,110Y12M
65000,新北市,65000010,板橋區,65000010-030,純翠里,262,121,141,262,130,132,231,119,112,110Y12M
65000,新北市,65000010,板橋區,65000010-031,溪頭里,380,201,179,326,157,169,347,185,162,110Y12M
65000,新北市,65000010,板橋區,65000010-032,聯翠里,128,67,61,126,81,45,206,104,102,110Y12M
65000,新北市,65000010,板橋區,65000010-033,宏翠里,278,144,134,275,142,133,248,133,115,110Y12M
65000,新北市,65000010,板橋區,65000010-034,仁翠里,111,56,55,118,65,53,126,67,59,110Y12M
65000,新北市,65000010,板橋區,65000010-035,新翠里,459,238,221,354,169,185,378,197,181,110Y12M
65000,新北市,65000010,板橋區,65000010-036,吉翠里,196,96,100,204,108,96,175,92,83,110Y12M
65000,新北市,65000010,板橋區,65000010-037,德翠里,341,188,153,428,220,208,420,220,200,110Y12M
65000,新北市,65000010,板橋區,65000010-038,滿翠里,132,68,64,112,50,62,125,72,53,110Y12M
65000,新北市,65000010,板橋區,65000010-039,明翠里,197,100,97,179,92,87,208,110,98,110Y12M
65000,新北市,65000010,板橋區,65000010-040,松翠里,116,60,56,143,66,77,165,79,86,110Y12M
65000,新北市,65000010,板橋區,65000010-041,柏翠里,258,131,127,212,123,89,233,121,112,110Y12M
65000,新北市,65000010,板橋區,65000010-042,龍翠里,194,95,99,202,118,84,227,123,104,110Y12M
65000,新北市,65000010,板橋區,65000010-043,華翠里,204,105,99,202,103,99,182,97,85,110Y12M
