COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A5_CNT,A0A5_M_CNT,A0A5_F_CNT,A6A11_CNT,A6A11_M_CNT,A6A11_F_CNT,A12A17_CNT,A12A17_M_CNT,A12A17_F_CNT,INFO_TIME
10002,йy─ї┐д,10002010,йy─їел,10002010-013,╛дй·и╜,123,61,62,160,75,85,200,102,98,"104Y12M"
10002,йy─ї┐д,10002010,йy─їел,10002010-047,┬\═∙и╜,149,71,78,166,91,75,283,141,142,"104Y12M"
10002,йy─ї┐д,10002120,лn┐D╢m,10002120-003,кFйиз°,63,27,36,50,29,21,35,16,19,"104Y12M"
10002,йy─ї┐д,10002120,лn┐D╢m,10002120-005,кZ╢Ёз°,44,22,22,36,21,15,32,16,16,"104Y12M"
10002,йy─ї┐д,10002120,лn┐D╢m,10002120-004,кўйиз°,57,29,28,59,27,32,53,25,28,"104Y12M"
10002,йy─ї┐д,10002120,лn┐D╢m,10002120-006,кўмvз°,62,40,22,59,38,21,45,23,22,"104Y12M"
10002,йy─ї┐д,10002120,лn┐D╢m,10002120-001,лn┐Dз°,132,72,60,91,42,49,118,59,59,"104Y12M"
10002,йy─ї┐д,10002120,лn┐D╢m,10002120-002,║╤н╘з°,136,62,74,92,50,42,94,43,51,"104Y12M"
10002,йy─ї┐д,10002120,лn┐D╢m,10002120-007,┐Dксз°,97,46,51,89,49,40,75,38,37,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-004,дC╜хз°,55,28,27,84,49,35,147,76,71,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-008,дд╡╪з°,15,7,8,15,10,5,34,15,19,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-007,д║л░з°,65,33,32,67,32,35,94,47,47,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-009,е├йMз°,97,46,51,70,36,34,136,70,66,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-012,жP╝╓з°,112,61,51,123,74,49,143,77,66,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-002,й|╝wз°,75,39,36,65,32,33,127,59,68,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-011,кEдsз°,116,59,57,94,49,45,138,77,61,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-001,н√дsз°,270,152,118,255,130,125,406,187,219,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-005,▓`╖╛з°,89,35,54,81,44,37,144,83,61,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-003,┤fжnз°,71,43,28,104,51,53,132,64,68,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-015,┤Єе_з°,63,37,26,30,12,18,61,38,23,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-016,┤Єжшз°,56,35,21,62,29,33,86,52,34,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-013,┤ЄкFз°,47,25,22,31,16,15,75,36,39,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-014,╢hеPз°,29,16,13,36,17,19,67,36,31,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-006,у╕л╤з°,42,25,17,29,16,13,79,38,41,"104Y12M"
10002,йy─ї┐д,10002070,н√дs╢m,10002070-010,└Yд└з°,54,30,24,57,35,22,112,63,49,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-023,дGл░и╜,50,24,26,54,29,25,86,40,46,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-021,дUоHи╜,44,18,26,42,19,23,73,34,39,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-009,дjз|и╜,68,39,29,76,43,33,110,57,53,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-002,дjи╜и╜,32,14,18,26,16,10,42,17,25,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-003,дj╖╦и╜,46,26,20,44,20,24,56,30,26,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-022,дд▒[и╜,60,33,27,48,25,23,72,41,31,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-006,е~┐Dи╜,25,13,12,30,15,15,52,34,18,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-001,е█л░и╜,10,4,6,10,5,5,14,7,7,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-004,жX┐│и╜,8,6,2,13,11,2,27,17,10,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-014,ж╦жwи╜,126,51,75,87,47,40,149,82,67,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-005,зє╖sи╜,57,27,30,50,31,19,83,43,40,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-016,й▐╢ои╜,106,55,51,166,90,76,231,130,101,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-008,кZ└чи╜,73,42,31,103,48,55,141,68,73,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-019,кўм╒и╜,31,12,19,23,14,9,60,30,30,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-018,кўн▒и╜,58,31,27,89,40,49,134,76,58,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-011,л░е_и╜,22,11,11,31,17,14,38,19,19,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-012,л░жши╜,22,11,11,29,14,15,48,21,27,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-010,л░кFи╜,23,10,13,42,23,19,48,23,25,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-013,л░лnи╜,27,15,12,36,17,19,45,26,19,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-020,│╗оHи╜,56,32,24,55,30,25,77,35,42,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-007,┤фдfи╜,40,24,16,32,15,17,41,22,19,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-015,╖sл╪и╜,85,46,39,142,78,64,202,109,93,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-017,║╓жии╜,39,20,19,57,27,30,90,49,41,"104Y12M"
10002,йy─ї┐д,10002040,└Yл░┬э,10002040-024,└tдsи╜,53,25,28,34,14,20,45,19,26,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-018,дG╡▓з°,29,15,14,19,11,8,21,12,9,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-007,дG└sз°,52,30,22,64,34,30,84,44,40,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-010,дTе┴з°,134,76,58,116,63,53,180,98,82,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-004,дjй╛з°,120,69,51,129,61,68,192,91,101,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-005,дj╕qз°,41,16,25,33,19,14,38,22,16,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-006,д╗╡▓з°,74,33,41,66,36,30,94,46,48,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-009,е╔е╨з°,114,61,53,69,33,36,147,68,79,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-002,е╔е█з°,101,49,52,92,49,43,128,74,54,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-013,е╔е·з°,49,25,24,35,23,12,61,30,31,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-001,е╒╢│з°,96,52,44,80,39,41,121,66,55,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-012,е╒├Zз°,41,22,19,42,21,21,49,28,21,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-014,е·кZз°,69,41,28,40,21,19,93,48,45,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-015,зdиFз°,155,89,66,107,60,47,151,78,73,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-011,кLм№з°,52,29,23,76,36,40,81,47,34,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-008,о╔╝щз°,77,43,34,59,29,30,90,42,48,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-017,░╠▒[з°,51,26,25,32,18,14,57,27,30,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-003,╝w╢зз°,202,99,103,190,97,93,235,130,105,"104Y12M"
10002,йy─ї┐д,10002050,┴G╖╦╢m,10002050-016,└s╝цз°,192,105,87,141,74,67,201,103,98,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-004,дj╖sи╜,83,46,37,110,55,55,166,95,71,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-029,дддsи╜,66,33,33,101,51,50,111,56,55,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-030,дпйMи╜,50,27,23,68,29,39,67,35,32,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-024,дп╖Rи╜,211,114,97,349,170,179,401,198,203,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-011,дп╝wи╜,73,40,33,76,42,34,86,39,47,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-020,д╜е┐и╜,204,115,89,334,196,138,346,177,169,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-018,е_жии╜,180,88,92,288,131,157,328,155,173,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-010,жие\и╜,96,48,48,108,60,48,145,79,66,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-023,ж╦кLи╜,167,80,87,291,164,127,302,152,150,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-017,жшжwи╜,193,101,92,165,85,80,212,95,117,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-005,кFжwи╜,247,137,110,359,190,169,448,232,216,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-022,лH╕qи╜,199,96,103,328,168,160,361,192,169,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-008,лnйўи╜,136,72,64,157,88,69,203,95,108,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-009,лn╗ии╜,104,50,54,120,60,60,108,56,52,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-026,░ъ╡╪и╜,300,163,137,466,244,222,521,256,265,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-028,╢}й·и╜,68,33,35,71,35,36,115,54,61,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-021,╢░▓╗и╜,57,27,30,109,52,57,125,67,58,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-006,╖s╕sи╜,152,81,71,182,107,75,272,152,120,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-016,║~е┴и╜,292,159,133,452,242,210,398,205,193,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-027,║√┤ни╜,204,105,99,314,152,162,356,167,189,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-019,╜хдхи╜,252,131,121,355,174,181,371,196,175,"104Y12M"
10002,йy─ї┐д,10002020,├╣кF┬э,10002020-025,╛ЁкLи╜,235,122,113,371,177,194,374,202,172,"104Y12M"
