COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A5_CNT,A0A5_M_CNT,A0A5_F_CNT,A6A11_CNT,A6A11_M_CNT,A6A11_F_CNT,A12A17_CNT,A12A17_M_CNT,A12A17_F_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,0-5╖│ир╡гдHдf╝╞,0-5╖│ир╡гиkй╩дHдf╝╞,0-5╖│ир╡гдkй╩дHдf╝╞,6-11╖│ир╡гдHдf╝╞,6-11╖│ир╡гиkй╩дHдf╝╞,6-11╖│ир╡гдkй╩дHдf╝╞,12-17╖│д╓ж~дHдf╝╞,12-17╖│д╓ж~иkй╩дHдf╝╞,12-17╖│д╓ж~дkй╩дHдf╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,14,7,7,17,10,7,23,9,14,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,51,25,26,64,36,28,83,52,31,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,47,21,26,36,17,19,55,27,28,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,161,84,77,160,71,89,207,116,91,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,17,9,8,18,10,8,27,15,12,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,22,12,10,39,19,20,36,22,14,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,27,19,8,41,28,13,67,34,33,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,37,18,19,18,15,3,42,27,15,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,37,20,17,44,27,17,94,54,40,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,31,17,14,17,7,10,29,22,7,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,34,16,18,21,12,9,68,26,42,"107Y12M"
