COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A5_CNT,A0A5_M_CNT,A0A5_F_CNT,A6A11_CNT,A6A11_M_CNT,A6A11_F_CNT,A12A17_CNT,A12A17_M_CNT,A12A17_F_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,0-5╖│ир╡гдHдf╝╞,0-5╖│ир╡гиkй╩дHдf╝╞,0-5╖│ир╡гдkй╩дHдf╝╞,6-11╖│ир╡гдHдf╝╞,6-11╖│ир╡гиkй╩дHдf╝╞,6-11╖│ир╡гдkй╩дHдf╝╞,12-17╖│д╓ж~дHдf╝╞,12-17╖│д╓ж~иkй╩дHдf╝╞,12-17╖│д╓ж~дkй╩дHдf╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,9,5,4,22,13,9,24,10,14,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,52,26,26,69,40,29,99,62,37,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,41,21,20,27,12,15,52,26,26,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,168,89,79,159,72,87,249,137,112,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,20,12,8,25,11,14,33,17,16,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,25,13,12,39,21,18,40,23,17,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,31,22,9,41,28,13,72,35,37,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,36,15,21,19,15,4,53,31,22,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,41,20,21,53,33,20,126,72,54,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,31,14,17,17,8,9,32,23,9,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,39,19,20,28,16,12,74,30,44,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,1,1,0,1,1,0,3,1,2,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,15,8,7,14,8,6,39,23,16,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,50,27,23,48,22,26,60,35,25,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,16,7,9,23,9,14,45,19,26,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-012,╕U╝wз°,18,11,7,16,8,8,33,15,18,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-006,╕q╝wз°,50,29,21,64,47,17,77,47,30,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-004,┬∙╜хз°,23,14,9,18,11,7,40,17,23,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-007,д╙енз°,2,1,1,0,0,0,0,0,0,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-008,е|йuз°,98,52,46,71,33,38,73,37,36,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-003,кQ├╣з°,62,27,35,36,23,13,71,34,37,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-009,лnдsз°,101,51,50,71,30,41,53,26,27,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-010,нZжwз°,35,18,17,7,2,5,11,6,5,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-005,н^дhз°,42,22,20,22,6,16,18,10,8,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-002,▒[░ёз°,58,35,23,47,32,15,72,36,36,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-001,┤H╖╦з°,95,54,41,81,40,41,91,54,37,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-004,┤_┐│з°,21,12,9,13,7,6,15,6,9,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-006,╝╓дЇз°,43,22,21,27,17,10,23,8,15,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-002,дG╡▓з°,80,37,43,56,29,27,98,46,52,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-001,дT┐│з°,111,59,52,75,40,35,89,49,40,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-004,дWе|з°,58,35,23,14,8,6,69,40,29,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-009,дjжNз°,190,107,83,152,82,70,248,122,126,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-005,дд┐│з°,59,32,27,20,9,11,70,35,35,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-008,дн╡▓з°,168,93,75,141,73,68,239,128,111,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-006,е|╡▓з°,84,46,38,52,23,29,105,69,36,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-014,жи┐│з°,179,95,84,163,90,73,218,111,107,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-013,зQ┐Aз°,78,39,39,56,23,33,117,55,62,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-011,з╡л┬з°,74,29,45,49,24,25,99,55,44,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-010,иєйMз°,200,98,102,124,61,63,192,103,89,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-015,йu╖sз°,128,78,50,99,59,40,170,90,80,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-007,║╓┐│з°,96,50,46,53,25,28,86,45,41,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-012,└A▓│з°,59,29,30,37,23,14,77,45,32,"106Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-003,┬эжwз°,102,55,47,93,55,38,141,74,67,"106Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-012,дK─_з°,38,22,16,39,22,17,58,35,23,"106Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-004,дTй_з°,42,22,20,41,22,19,65,42,23,"106Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-013,дYдsз°,60,35,25,50,33,17,79,30,49,"106Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-024,дj╢iз°,40,13,27,36,18,18,56,27,29,"106Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-005,дj┐│з°,49,27,22,32,20,12,50,26,24,"106Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-014,дддsз°,18,12,6,28,14,14,20,11,9,"106Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-011,д╙йMз°,71,33,38,54,29,25,83,45,38,"106Y12M"
