COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A5_CNT,A0A5_M_CNT,A0A5_F_CNT,A6A11_CNT,A6A11_M_CNT,A6A11_F_CNT,A12A17_CNT,A12A17_M_CNT,A12A17_F_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-5歲兒童人口數,0-5歲兒童男性人口數,0-5歲兒童女性人口數,6-11歲兒童人口數,6-11歲兒童男性人口數,6-11歲兒童女性人口數,12-17歲少年人口數,12-17歲少年男性人口數,12-17歲少年女性人口數,資料時間
"65000","新北市","65000010","板橋區","65000010-001","留侯里",67,36,31,138,78,60,85,40,45,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-002","流芳里",57,22,35,109,50,59,83,43,40,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-003","赤松里",44,26,18,91,48,43,66,37,29,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-004","黃石里",72,40,32,151,81,70,79,38,41,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-005","挹秀里",87,47,40,169,84,85,100,51,49,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-006","湳興里",225,111,114,273,150,123,204,102,102,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-007","新興里",118,63,55,124,62,62,120,62,58,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-008","社後里",205,114,91,253,126,127,326,193,133,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-009","香社里",140,75,65,189,92,97,213,114,99,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-010","中正里",432,222,210,446,220,226,474,241,233,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-011","自強里",225,110,115,225,112,113,223,128,95,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-012","自立里",93,37,56,109,51,58,112,61,51,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-013","光華里",99,56,43,98,52,46,97,55,42,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-014","國光里",85,38,47,95,46,49,154,88,66,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-015","港尾里",100,55,45,174,101,73,175,87,88,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-016","金華里",130,80,50,191,96,95,160,90,70,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-017","港德里",132,70,62,196,113,83,235,131,104,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-018","民權里",85,38,47,210,105,105,125,64,61,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-019","建國里",135,74,61,130,61,69,131,77,54,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-020","漢生里",176,93,83,432,226,206,313,167,146,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-021","公?里",129,76,53,320,156,164,211,107,104,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-022","新民里",148,74,74,478,237,241,316,165,151,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-023","幸福里",135,67,68,166,88,78,189,102,87,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-024","忠誠里",145,63,82,387,202,185,293,143,150,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-025","百壽里",79,38,41,357,177,180,221,109,112,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-026","介壽里",87,46,41,367,199,168,239,128,111,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-027","新埔里",70,38,32,51,31,20,79,43,36,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-028","華江里",337,158,179,807,449,358,579,288,291,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-029","江翠里",196,89,107,242,124,118,241,120,121,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-030","純翠里",194,101,93,255,124,131,292,140,152,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-031","溪頭里",585,307,278,515,249,266,514,260,254,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-032","聯翠里",109,57,52,113,61,52,176,104,72,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-033","宏翠里",243,126,117,245,117,128,294,160,134,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-034","仁翠里",82,44,38,114,62,52,128,67,61,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-035","新翠里",359,188,171,368,181,187,373,190,183,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-036","吉翠里",133,71,62,188,98,90,163,83,80,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-037","德翠里",221,101,120,297,161,136,398,198,200,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-038","滿翠里",109,59,50,107,55,52,109,57,52,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-039","明翠里",168,81,87,155,76,79,187,95,92,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-040","松翠里",81,38,43,145,68,77,157,71,86,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-041","柏翠里",263,130,133,318,169,149,288,151,137,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-042","龍翠里",126,67,59,191,104,87,260,143,117,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-043","華翠里",153,74,79,165,94,71,152,85,67,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-044","忠翠里",534,271,263,536,284,252,564,302,262,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-045","嵐翠里",77,46,31,85,43,42,108,63,45,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-046","文翠里",140,76,64,155,78,77,146,86,60,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-047","青翠里",90,40,50,135,72,63,123,65,58,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-048","懷翠里",170,95,75,246,129,117,299,166,133,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-049","福翠里",40,29,11,47,24,23,52,30,22,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-050","港嘴里",221,118,103,158,86,72,261,147,114,"113Y12M"
