COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,E1314_CNT,E1112_CNT,E2122_CNT,E3_4_5_CNT,E6_7_CNT,E8_9_CNT,E1_2_CNT,E03_CNT,E04_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,│╒дhдHдf╝╞,║╙дhдHдf╝╞,дj╛╟░|о╒дHдf╝╞,▒MмьдHдf╝╞,░кдд┬╛дHдf╝╞,░ъддкь┬╛дHдf╝╞,дp╛╟дHдf╝╞,ж█н╫дHдf╝╞,дг├╤жrдHдf╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,1,11,70,41,134,92,85,8,25,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,5,77,320,205,494,256,246,13,9,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,4,42,242,114,308,284,197,12,11,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,27,158,848,551,1246,853,638,30,61,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,3,11,65,50,142,133,125,8,17,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,1,15,132,63,228,126,159,17,19,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,3,29,147,110,263,186,156,18,14,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,4,43,162,108,234,200,154,1,12,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,6,51,305,160,506,221,220,13,7,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,1,25,137,72,224,184,128,10,18,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,4,32,185,142,368,333,199,21,44,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,0,3,34,19,62,47,42,1,14,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,1,8,82,55,146,115,78,3,14,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,2,36,213,132,349,225,194,13,27,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,0,30,120,87,232,146,128,2,24,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-012,╕U╝wз°,1,19,112,72,172,140,96,9,17,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-006,╕q╝wз°,2,42,246,109,331,289,187,8,22,"106Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-004,┬∙╜хз°,2,12,82,60,168,127,121,13,16,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-007,д╙енз°,0,0,6,2,23,12,16,1,1,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-008,е|йuз°,0,11,72,76,241,272,116,0,0,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-003,кQ├╣з°,1,11,83,69,271,200,63,1,7,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-009,лnдsз°,0,7,55,54,229,260,57,1,2,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-010,нZжwз°,0,4,25,21,61,62,24,0,0,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-005,н^дhз°,0,1,28,28,108,132,43,3,1,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-002,▒[░ёз°,2,11,91,72,217,182,57,0,0,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-001,┤H╖╦з°,1,9,61,91,370,257,116,2,2,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-004,┤_┐│з°,0,2,28,25,60,100,39,10,6,"106Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-006,╝╓дЇз°,0,4,30,40,148,127,52,1,1,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-002,дG╡▓з°,8,113,415,224,528,297,253,5,14,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-001,дT┐│з°,9,108,445,243,569,335,335,8,22,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-004,дWе|з°,8,76,376,195,468,257,247,9,16,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-009,дjжNз°,11,156,778,427,1122,645,508,13,29,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-005,дд┐│з°,5,62,286,183,386,226,180,3,8,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-008,дн╡▓з°,7,184,844,484,1060,622,507,11,32,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-006,е|╡▓з°,15,198,647,347,657,305,321,10,19,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-014,жи┐│з°,11,74,620,346,936,638,497,19,33,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-013,зQ┐Aз°,7,51,366,228,599,424,371,9,22,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-011,з╡л┬з°,2,44,300,148,452,327,286,12,14,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-010,иєйMз°,15,153,754,404,906,641,458,8,36,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-015,йu╖sз°,5,72,530,297,870,618,488,34,39,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-007,║╓┐│з°,5,106,419,194,495,346,279,8,13,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-012,└A▓│з°,3,37,273,132,367,334,328,23,5,"106Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-003,┬эжwз°,9,147,590,366,717,402,359,10,13,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-012,дK─_з°,2,35,192,87,220,203,122,7,29,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-004,дTй_з°,1,34,162,106,241,198,144,15,31,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-013,дYдsз°,2,57,274,157,424,276,241,19,34,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-024,дj╢iз°,0,21,108,88,202,177,164,41,13,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-005,дj┐│з°,1,29,178,72,260,185,171,22,24,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-014,дддsз°,0,20,81,57,139,101,83,8,16,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-011,д╙йMз°,3,75,330,174,396,283,247,25,36,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-009,еVдsз°,2,31,135,93,200,122,142,5,11,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-016,е├м№з°,12,137,706,453,876,483,394,18,42,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-010,жwенз°,2,15,139,66,201,152,130,11,20,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-006,кFл░з°,7,45,276,146,412,289,227,24,22,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-001,кZ▓Wз°,7,53,282,138,325,221,194,30,9,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-008,лn┐│з°,15,179,786,412,843,464,357,20,20,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-023,м_кLз°,5,105,435,242,505,304,157,24,19,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-002,м├п]з°,5,81,390,199,430,263,248,18,28,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-007,н╗йMз°,10,196,753,387,778,456,366,20,43,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-020,▒oжwз°,4,40,177,127,351,240,144,29,25,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-018,▓M╖╛з°,18,229,871,523,1070,604,471,26,58,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-019,│└оHз°,5,70,484,295,710,491,371,19,56,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-015,╢╢жwз°,14,189,1047,590,1533,1001,734,24,78,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-017,╕sн^з°,12,235,1022,629,1380,754,723,33,53,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-003,╕╔л░з°,1,46,249,135,316,226,188,18,19,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-022,╝sжwз°,3,75,403,234,508,270,232,23,19,"106Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-021,╝s┐│з°,4,101,537,338,779,462,331,32,38,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-013,дj║╓з°,2,54,297,211,478,409,307,15,43,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-010,е\│╥з°,5,52,270,157,347,218,170,0,59,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-009,еjлFз°,5,65,305,173,437,307,257,1,51,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-014,еj╡▓з°,0,57,220,123,291,199,168,0,43,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-007,е├┬эз°,1,26,116,77,228,202,133,0,47,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-001,жN▓╗з°,8,139,553,312,637,458,386,16,39,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-008,й╛з╡з°,8,66,483,265,605,480,383,7,86,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-004,кF┤фз°,2,17,134,75,259,273,166,3,75,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-011,м№л░з°,7,85,472,261,617,397,388,4,58,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-002,м№║╓з°,2,54,358,205,535,375,292,8,64,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-005,┤_┐│з°,4,31,278,136,427,386,318,8,74,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-012,╖sк└з°,3,28,210,89,256,242,211,2,49,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-003,╖sлnз°,0,25,168,98,258,197,180,6,46,"106Y"
10002,йy─ї┐д,10002060,зз│Є╢m,10002060-006,╣L└нз°,2,30,226,144,408,408,285,5,83,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-016,дC▒iи╜,1,58,285,193,418,263,228,2,39,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-043,дC╡▓и╜,31,292,759,416,672,279,204,3,17,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-045,дj╖sи╜,7,43,200,109,226,111,81,1,9,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-021,дpкFи╜,6,76,366,180,460,234,240,5,15,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-031,дддsи╜,3,39,196,129,283,153,156,8,8,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-046,дд┐│и╜,11,142,676,391,945,511,324,4,26,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-039,дхд╞и╜,33,263,957,454,872,326,269,10,21,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-028,е_к∙и╜,2,52,260,157,343,214,149,2,15,"106Y"
10002,йy─ї┐д,10002010,йy─їел,10002010-026,е_мzи╜,4,102,535,293,631,403,299,7,34,"106Y"
