COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,E1314_CNT,E1112_CNT,E2122_CNT,E3_4_5_CNT,E6_7_CNT,E8_9_CNT,E1_2_CNT,E03_CNT,E04_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,│╒дhдHдf╝╞,║╙дhдHдf╝╞,дj╛╟░|о╒дHдf╝╞,▒MмьдHдf╝╞,░кдд┬╛дHдf╝╞,░ъддкь┬╛дHдf╝╞,дp╛╟дHдf╝╞,ж█н╫дHдf╝╞,дг├╤жrдHдf╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,1,11,64,37,135,92,89,8,27,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,5,74,304,212,474,263,252,13,9,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,3,41,234,111,300,292,205,13,12,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,25,144,824,541,1243,854,655,34,67,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,3,10,67,44,136,135,133,9,20,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,1,17,131,62,230,127,162,17,23,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,3,28,143,115,249,192,161,19,16,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,4,38,146,96,230,198,152,1,12,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,6,51,285,157,504,216,227,14,7,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,1,23,132,78,218,179,128,10,19,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,4,32,169,146,372,350,207,21,49,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,0,3,32,21,64,46,45,1,13,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,1,7,77,55,143,117,83,3,14,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,2,34,210,129,354,231,206,13,29,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,0,27,108,79,233,150,133,2,24,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-012,╕U╝wз°,1,18,103,73,178,138,98,8,17,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-006,╕q╝wз°,2,40,238,107,325,282,193,9,24,"105Y"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-004,┬∙╜хз°,3,9,84,61,166,129,126,13,17,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-007,д╙енз°,0,0,6,5,23,14,17,1,1,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-008,е|йuз°,0,10,72,76,235,275,122,0,0,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-003,кQ├╣з°,1,10,80,69,266,203,65,1,7,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-009,лnдsз°,0,6,49,52,228,263,71,1,2,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-010,нZжwз°,0,3,23,19,62,62,29,0,0,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-005,н^дhз°,0,1,27,26,107,133,43,3,1,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-002,▒[░ёз°,2,9,82,65,216,186,58,0,1,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-001,┤H╖╦з°,2,8,60,88,357,264,121,2,3,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-004,┤_┐│з°,0,2,30,22,60,103,39,10,6,"105Y"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-006,╝╓дЇз°,0,3,29,35,145,121,52,1,1,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-002,дG╡▓з°,9,122,383,220,542,295,264,6,14,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-001,дT┐│з°,9,103,430,237,569,334,346,8,25,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-004,дWе|з°,9,71,364,197,464,264,250,9,17,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-009,дjжNз°,8,150,719,431,1105,642,518,15,32,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-005,дд┐│з°,4,57,279,187,393,237,196,3,10,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-008,дн╡▓з°,6,186,832,470,1074,618,526,12,36,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-006,е|╡▓з°,15,191,632,339,661,309,331,11,24,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-014,жи┐│з°,10,77,583,350,916,643,514,20,39,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-013,зQ┐Aз°,6,53,364,228,590,440,391,9,24,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-011,з╡л┬з°,2,40,290,150,432,318,295,14,17,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-010,иєйMз°,13,147,716,401,901,630,467,6,37,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-015,йu╖sз°,5,64,513,303,861,632,507,35,40,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-007,║╓┐│з°,5,97,394,190,498,345,292,8,13,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-012,└A▓│з°,3,34,262,136,360,338,345,26,5,"105Y"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-003,┬эжwз°,10,136,567,368,737,422,374,11,13,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-012,дK─_з°,2,33,192,88,217,206,134,7,31,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-004,дTй_з°,2,35,164,106,242,202,152,18,30,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-013,дYдsз°,1,52,270,160,419,266,252,19,37,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-024,дj╢iз°,0,20,110,93,199,181,168,44,15,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-005,дj┐│з°,1,30,181,75,253,189,175,22,28,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-014,дддsз°,0,20,83,56,136,100,88,8,16,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-011,д╙йMз°,3,74,316,174,410,291,258,26,37,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-009,еVдsз°,2,32,129,93,191,122,154,5,14,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-016,е├м№з°,12,133,688,446,875,494,407,20,42,"105Y"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-010,жwенз°,1,14,138,66,189,155,127,11,21,"105Y"
