COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,E1314_CNT,E1112_CNT,E2122_CNT,E3_4_5_CNT,E6_7_CNT,E8_9_CNT,E1_2_CNT,E03_CNT,E04_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,│╒дhдHдf╝╞,║╙дhдHдf╝╞,дj╛╟░|о╒дHдf╝╞,▒MмьдHдf╝╞,░кдд┬╛дHдf╝╞,░ъддкь┬╛дHдf╝╞,дp╛╟дHдf╝╞,ж█н╫дHдf╝╞,дг├╤жrдHдf╝╞,╕ъо╞о╔╢б
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,6,92,343,195,482,204,119,3,5,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,9,81,390,191,401,154,124,0,3,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,10,51,210,106,200,54,62,0,8,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,7,43,265,140,375,128,104,3,9,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,18,144,485,280,484,111,97,2,6,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,15,271,1188,674,1543,638,635,21,34,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,15,163,620,402,921,405,407,6,36,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,21,271,1407,927,2720,1480,1085,32,77,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,11,165,855,550,1312,551,533,6,26,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,11,164,891,487,1316,648,542,6,44,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,54,504,1623,721,1204,351,360,5,26,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,9,104,589,344,800,389,355,10,21,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,18,180,705,371,721,286,238,2,12,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,36,329,1153,534,907,283,273,5,31,"101Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-015,┤фз└и╜,17,190,690,401,748,272,236,5,19,"101Y"
