COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A14_CNT,A0A14_M_CNT,A0A14_F_CNT,A15A64_CNT,A15A64_M_CNT,A15A64_F_CNT,A65UP_CNT,A65UP_M_CNT,A65UP_F_CNT,INFO_TIME
65000,新北市,65000010,板橋區,65000010-037,德翠里,855,456,399,5451,2635,2816,960,444,516,111Y12M
65000,新北市,65000010,板橋區,65000010-038,滿翠里,286,141,145,2052,1000,1052,649,289,360,111Y12M
65000,新北市,65000010,板橋區,65000010-039,明翠里,447,229,218,3233,1626,1607,1014,430,584,111Y12M
65000,新北市,65000010,板橋區,65000010-040,松翠里,312,159,153,2299,1117,1182,706,321,385,111Y12M
65000,新北市,65000010,板橋區,65000010-041,柏翠里,593,325,268,3691,1748,1943,833,361,472,111Y12M
65000,新北市,65000010,板橋區,65000010-042,龍翠里,494,269,225,3573,1758,1815,881,387,494,111Y12M
65000,新北市,65000010,板橋區,65000010-043,華翠里,466,250,216,2391,1163,1228,692,315,377,111Y12M
65000,新北市,65000010,板橋區,65000010-044,忠翠里,1498,769,729,7840,3617,4223,1517,646,871,111Y12M
65000,新北市,65000010,板橋區,65000010-045,嵐翠里,228,125,103,1650,837,813,487,218,269,111Y12M
65000,新北市,65000010,板橋區,65000010-046,文翠里,395,218,177,2701,1348,1353,778,345,433,111Y12M
65000,新北市,65000010,板橋區,65000010-047,青翠里,310,164,146,2125,1114,1011,603,250,353,111Y12M
65000,新北市,65000010,板橋區,65000010-048,懷翠里,598,330,268,4385,2197,2188,1077,477,600,111Y12M
65000,新北市,65000010,板橋區,65000010-049,福翠里,129,71,58,951,480,471,299,143,156,111Y12M
65000,新北市,65000010,板橋區,65000010-050,港嘴里,569,309,260,4350,2180,2170,1077,460,617,111Y12M
65000,新北市,65000010,板橋區,65000010-051,振興里,356,167,189,3094,1582,1512,881,358,523,111Y12M
65000,新北市,65000010,板橋區,65000010-052,振義里,375,172,203,3033,1543,1490,788,349,439,111Y12M
65000,新北市,65000010,板橋區,65000010-053,光復里,334,189,145,2439,1235,1204,603,280,323,111Y12M
65000,新北市,65000010,板橋區,65000010-054,埔墘里,542,287,255,4591,2181,2410,1096,466,630,111Y12M
65000,新北市,65000010,板橋區,65000010-055,長壽里,322,172,150,1955,990,965,642,289,353,111Y12M
65000,新北市,65000010,板橋區,65000010-056,福壽里,300,129,171,2359,1183,1176,601,260,341,111Y12M
65000,新北市,65000010,板橋區,65000010-057,海山里,1543,780,763,5330,2488,2842,1220,540,680,111Y12M
65000,新北市,65000010,板橋區,65000010-058,九如里,332,168,164,2030,1020,1010,532,220,312,111Y12M
65000,新北市,65000010,板橋區,65000010-059,玉光里,892,481,411,3912,1804,2108,845,366,479,111Y12M
65000,新北市,65000010,板橋區,65000010-060,光仁里,413,222,191,1925,955,970,560,257,303,111Y12M
65000,新北市,65000010,板橋區,65000010-061,埤墘里,852,436,416,3138,1476,1662,717,319,398,111Y12M
65000,新北市,65000010,板橋區,65000010-062,永安里,624,319,305,2590,1268,1322,645,274,371,111Y12M
65000,新北市,65000010,板橋區,65000010-063,雙玉里,640,337,303,2975,1459,1516,706,307,399,111Y12M
65000,新北市,65000010,板橋區,65000010-064,廣新里,556,290,266,2432,1198,1234,691,313,378,111Y12M
65000,新北市,65000010,板橋區,65000010-065,深丘里,1815,920,895,5868,2785,3083,1419,668,751,111Y12M
65000,新北市,65000010,板橋區,65000010-066,香丘里,738,377,361,2555,1218,1337,683,308,375,111Y12M
65000,新北市,65000010,板橋區,65000010-067,西安里,420,218,202,1835,906,929,549,237,312,111Y12M
65000,新北市,65000010,板橋區,65000010-068,東丘里,662,347,315,3136,1537,1599,908,407,501,111Y12M
65000,新北市,65000010,板橋區,65000010-069,長安里,899,455,444,3184,1528,1656,714,331,383,111Y12M
65000,新北市,65000010,板橋區,65000010-070,福丘里,864,429,435,3383,1527,1856,878,388,490,111Y12M
65000,新北市,65000010,板橋區,65000010-071,福祿里,657,354,303,2858,1341,1517,754,335,419,111Y12M
65000,新北市,65000010,板橋區,65000010-072,民族里,1162,589,573,3271,1545,1726,802,372,430,111Y12M
65000,新北市,65000010,板橋區,65000010-073,國泰里,481,249,232,2563,1249,1314,661,268,393,111Y12M
65000,新北市,65000010,板橋區,65000010-074,福德里,567,315,252,3451,1732,1719,1004,455,549,111Y12M
65000,新北市,65000010,板橋區,65000010-075,景星里,355,194,161,2467,1163,1304,679,318,361,111Y12M
65000,新北市,65000010,板橋區,65000010-076,福星里,385,187,198,2422,1169,1253,711,334,377,111Y12M
65000,新北市,65000010,板橋區,65000010-077,鄉雲里,380,208,172,2670,1273,1397,724,295,429,111Y12M
65000,新北市,65000010,板橋區,65000010-078,廣德里,862,453,409,4842,2372,2470,1258,555,703,111Y12M
65000,新北市,65000010,板橋區,65000010-079,大豐里,477,243,234,3125,1558,1567,979,406,573,111Y12M
65000,新北市,65000010,板橋區,65000010-080,重慶里,1106,570,536,6300,2996,3304,1424,652,772,111Y12M
65000,新北市,65000010,板橋區,65000010-081,仁愛里,294,146,148,2049,1040,1009,689,307,382,111Y12M
65000,新北市,65000010,板橋區,65000010-082,和平里,778,395,383,3054,1428,1626,456,179,277,111Y12M
65000,新北市,65000010,板橋區,65000010-083,廣福里,493,257,236,2918,1407,1511,636,300,336,111Y12M
65000,新北市,65000010,板橋區,65000010-084,華興里,399,215,184,3005,1449,1556,776,331,445,111Y12M
65000,新北市,65000010,板橋區,65000010-085,華貴里,283,145,138,1759,892,867,532,214,318,111Y12M
65000,新北市,65000010,板橋區,65000010-086,華德里,791,415,376,5071,2429,2642,1215,553,662,111Y12M
65000,新北市,65000010,板橋區,65000010-087,華東里,830,413,417,5650,2770,2880,1460,646,814,111Y12M
65000,新北市,65000010,板橋區,65000010-088,信義里,468,241,227,3052,1524,1528,876,386,490,111Y12M
65000,新北市,65000010,板橋區,65000010-089,浮洲里,397,193,204,2611,1350,1261,690,314,376,111Y12M
65000,新北市,65000010,板橋區,65000010-090,華中里,608,306,302,3718,1870,1848,955,459,496,111Y12M
65000,新北市,65000010,板橋區,65000010-091,僑中里,522,261,261,3151,1562,1589,614,312,302,111Y12M
65000,新北市,65000010,板橋區,65000010-092,中山里,870,457,413,5226,2584,2642,1097,473,624,111Y12M
65000,新北市,65000010,板橋區,65000010-093,復興里,87,48,39,516,279,237,322,227,95,111Y12M
65000,新北市,65000010,板橋區,65000010-094,大安里,416,234,182,2748,1435,1313,812,364,448,111Y12M
65000,新北市,65000010,板橋區,65000010-095,福安里,989,511,478,5590,2691,2899,1057,446,611,111Y12M
65000,新北市,65000010,板橋區,65000010-096,聚安里,583,289,294,3653,1849,1804,1000,471,529,111Y12M
65000,新北市,65000010,板橋區,65000010-097,龍安里,307,184,123,1886,909,977,588,262,326,111Y12M
65000,新北市,65000010,板橋區,65000010-098,崑崙里,1329,681,648,7467,3678,3789,1350,589,761,111Y12M
65000,新北市,65000010,板橋區,65000010-099,溪洲里,710,369,341,4166,2036,2130,1092,501,591,111Y12M
65000,新北市,65000010,板橋區,65000010-100,溪北里,448,230,218,2503,1260,1243,633,267,366,111Y12M
65000,新北市,65000010,板橋區,65000010-101,香雅里,254,128,126,1977,990,987,549,240,309,111Y12M
65000,新北市,65000010,板橋區,65000010-102,新生里,548,278,270,2836,1422,1414,918,431,487,111Y12M
65000,新北市,65000010,板橋區,65000010-103,文德里,283,149,134,2286,1153,1133,585,253,332,111Y12M
65000,新北市,65000010,板橋區,65000010-104,文化里,371,196,175,2306,1120,1186,676,308,368,111Y12M
65000,新北市,65000010,板橋區,65000010-105,新海里,408,214,194,2397,1201,1196,609,292,317,111Y12M
65000,新北市,65000010,板橋區,65000010-106,莒光里,343,179,164,1860,915,945,591,246,345,111Y12M
65000,新北市,65000010,板橋區,65000010-107,富貴里,238,121,117,1530,729,801,502,236,266,111Y12M
65000,新北市,65000010,板橋區,65000010-108,正泰里,378,205,173,2038,974,1064,589,258,331,111Y12M
65000,新北市,65000010,板橋區,65000010-109,民生里,347,185,162,1563,753,810,402,175,227,111Y12M
65000,新北市,65000010,板橋區,65000010-110,後埔里,412,208,204,2559,1263,1296,812,363,449,111Y12M
65000,新北市,65000010,板橋區,65000010-111,華福里,202,98,104,1291,623,668,475,211,264,111Y12M
65000,新北市,65000010,板橋區,65000010-112,堂春里,587,295,292,3166,1567,1599,596,279,317,111Y12M
65000,新北市,65000010,板橋區,65000010-113,成和里,1068,559,509,5536,2684,2852,794,358,436,111Y12M
65000,新北市,65000010,板橋區,65000010-114,光榮里,273,147,126,1701,867,834,554,256,298,111Y12M
65000,新北市,65000010,板橋區,65000010-115,民安里,347,177,170,1313,623,690,476,197,279,111Y12M
65000,新北市,65000010,板橋區,65000010-116,陽明里,253,129,124,1802,901,901,612,270,342,111Y12M
65000,新北市,65000010,板橋區,65000010-117,朝陽里,409,219,190,2275,1098,1177,726,296,430,111Y12M
65000,新北市,65000010,板橋區,65000010-118,松柏里,200,104,96,1594,776,818,464,207,257,111Y12M
65000,新北市,65000010,板橋區,65000010-119,文聖里,437,220,217,2884,1435,1449,638,269,369,111Y12M
65000,新北市,65000010,板橋區,65000010-120,居仁里,535,280,255,2884,1417,1467,602,275,327,111Y12M
65000,新北市,65000010,板橋區,65000010-121,莊敬里,804,435,369,3137,1468,1669,583,256,327,111Y12M
65000,新北市,65000010,板橋區,65000010-122,東安里,500,242,258,1613,809,804,451,191,260,111Y12M
65000,新北市,65000010,板橋區,65000010-123,五權里,508,255,253,2805,1442,1363,849,383,466,111Y12M
65000,新北市,65000010,板橋區,65000010-124,溪福里,1982,1056,926,11087,5434,5653,1566,682,884,111Y12M
65000,新北市,65000010,板橋區,65000010-125,大觀里,476,251,225,2575,1265,1310,629,289,340,111Y12M
65000,新北市,65000010,板橋區,65000010-126,歡園里,119,63,56,871,455,416,213,112,101,111Y12M
65000,新北市,65000020,三重區,65000020-001,大有里,554,302,252,3790,1891,1899,941,437,504,111Y12M
65000,新北市,65000020,三重區,65000020-002,二重里,160,81,79,1173,616,557,284,119,165,111Y12M
65000,新北市,65000020,三重區,65000020-003,頂崁里,322,160,162,2002,1010,992,381,187,194,111Y12M
65000,新北市,65000020,三重區,65000020-004,谷王里,112,55,57,1081,565,516,240,110,130,111Y12M
65000,新北市,65000020,三重區,65000020-005,中興里,348,183,165,2881,1449,1432,771,385,386,111Y12M
65000,新北市,65000020,三重區,65000020-006,德厚里,38,21,17,351,179,172,108,43,65,111Y12M
65000,新北市,65000020,三重區,65000020-007,成功里,892,436,456,5483,2659,2824,1015,418,597,111Y12M
65000,新北市,65000020,三重區,65000020-008,福祉里,759,376,383,4219,2088,2131,960,414,546,111Y12M
65000,新北市,65000020,三重區,65000020-009,福民里,407,198,209,2355,1168,1187,666,304,362,111Y12M
65000,新北市,65000020,三重區,65000020-010,過田里,734,364,370,7215,4015,3200,1779,974,805,111Y12M
65000,新北市,65000020,三重區,65000020-011,錦田里,215,102,113,1509,786,723,435,184,251,111Y12M
65000,新北市,65000020,三重區,65000020-012,重明里,496,264,232,2697,1320,1377,705,309,396,111Y12M
65000,新北市,65000020,三重區,65000020-013,光田里,348,186,162,3125,1541,1584,926,395,531,111Y12M
65000,新北市,65000020,三重區,65000020-014,光陽里,436,222,214,4706,2385,2321,1189,534,655,111Y12M
65000,新北市,65000020,三重區,65000020-015,田心里,351,195,156,2930,1453,1477,802,358,444,111Y12M
65000,新北市,65000020,三重區,65000020-016,福田里,298,159,139,2501,1273,1228,616,266,350,111Y12M
65000,新北市,65000020,三重區,65000020-017,田中里,847,427,420,4449,2177,2272,1137,526,611,111Y12M
65000,新北市,65000020,三重區,65000020-018,田安里,594,310,284,4459,2161,2298,1106,485,621,111Y12M
65000,新北市,65000020,三重區,65000020-019,三民里,466,242,224,2443,1229,1214,595,267,328,111Y12M
65000,新北市,65000020,三重區,65000020-020,光明里,986,514,472,5441,2667,2774,1199,534,665,111Y12M
65000,新北市,65000020,三重區,65000020-021,光正里,269,136,133,2088,1004,1084,428,185,243,111Y12M
65000,新北市,65000020,三重區,65000020-022,同安里,133,71,62,1053,534,519,261,120,141,111Y12M
65000,新北市,65000020,三重區,65000020-023,同慶里,175,92,83,1288,635,653,339,151,188,111Y12M
65000,新北市,65000020,三重區,65000020-024,菜寮里,267,140,127,1593,777,816,436,184,252,111Y12M
65000,新北市,65000020,三重區,65000020-025,永春里,220,109,111,1325,667,658,333,139,194,111Y12M
65000,新北市,65000020,三重區,65000020-026,中正里,107,56,51,970,490,480,298,124,174,111Y12M
65000,新北市,65000020,三重區,65000020-027,吉利里,93,44,49,1037,523,514,292,133,159,111Y12M
65000,新北市,65000020,三重區,65000020-028,大同里,138,75,63,1482,717,765,391,174,217,111Y12M
65000,新北市,65000020,三重區,65000020-029,中民里,90,42,48,877,458,419,254,120,134,111Y12M
65000,新北市,65000020,三重區,65000020-030,平和里,128,63,65,1110,576,534,332,150,182,111Y12M
65000,新北市,65000020,三重區,65000020-031,大安里,134,71,63,1224,629,595,301,134,167,111Y12M
65000,新北市,65000020,三重區,65000020-032,仁德里,146,66,80,1333,665,668,460,215,245,111Y12M
65000,新北市,65000020,三重區,65000020-033,忠孝里,185,97,88,1265,616,649,374,160,214,111Y12M
65000,新北市,65000020,三重區,65000020-034,仁義里,136,73,63,1044,535,509,228,90,138,111Y12M
65000,新北市,65000020,三重區,65000020-035,光榮里,106,52,54,1010,499,511,298,140,158,111Y12M
65000,新北市,65000020,三重區,65000020-036,光輝里,133,69,64,1039,520,519,315,148,167,111Y12M
65000,新北市,65000020,三重區,65000020-037,福星里,88,39,49,875,439,436,233,88,145,111Y12M
65000,新北市,65000020,三重區,65000020-038,福利里,204,100,104,1731,804,927,335,136,199,111Y12M
65000,新北市,65000020,三重區,65000020-039,清和里,284,143,141,3062,1475,1587,704,296,408,111Y12M
65000,新北市,65000020,三重區,65000020-040,永興里,133,68,65,1072,494,578,291,124,167,111Y12M
65000,新北市,65000020,三重區,65000020-041,中山里,259,135,124,1927,962,965,537,245,292,111Y12M
65000,新北市,65000020,三重區,65000020-042,大園里,351,186,165,1954,987,967,518,232,286,111Y12M
65000,新北市,65000020,三重區,65000020-043,國隆里,238,120,118,1943,970,973,483,209,274,111Y12M
65000,新北市,65000020,三重區,65000020-044,重陽里,331,166,165,2523,1271,1252,653,285,368,111Y12M
65000,新北市,65000020,三重區,65000020-045,民生里,445,239,206,3076,1533,1543,819,373,446,111Y12M
65000,新北市,65000020,三重區,65000020-046,重新里,134,69,65,1035,509,526,346,155,191,111Y12M
65000,新北市,65000020,三重區,65000020-047,正德里,104,57,47,745,368,377,265,131,134,111Y12M
65000,新北市,65000020,三重區,65000020-048,正義里,199,105,94,1246,644,602,377,167,210,111Y12M
65000,新北市,65000020,三重區,65000020-049,正安里,180,93,87,1362,669,693,413,191,222,111Y12M
65000,新北市,65000020,三重區,65000020-050,自強里,172,92,80,1263,616,647,396,167,229,111Y12M
65000,新北市,65000020,三重區,65000020-051,文化里,190,103,87,1499,763,736,528,241,287,111Y12M
65000,新北市,65000020,三重區,65000020-052,中央里,196,90,106,1323,660,663,408,171,237,111Y12M
65000,新北市,65000020,三重區,65000020-053,雙園里,85,35,50,677,342,335,184,81,103,111Y12M
65000,新北市,65000020,三重區,65000020-054,錦通里,91,55,36,937,477,460,399,165,234,111Y12M
65000,新北市,65000020,三重區,65000020-055,錦安里,127,64,63,1241,608,633,425,181,244,111Y12M
65000,新北市,65000020,三重區,65000020-056,長安里,176,96,80,1472,743,729,444,187,257,111Y12M
65000,新北市,65000020,三重區,65000020-057,光華里,170,95,75,1704,803,901,440,190,250,111Y12M
65000,新北市,65000020,三重區,65000020-058,長生里,70,31,39,633,314,319,184,85,99,111Y12M
65000,新北市,65000020,三重區,65000020-059,開元里,124,62,62,1201,624,577,332,146,186,111Y12M
65000,新北市,65000020,三重區,65000020-060,大德里,65,32,33,582,284,298,188,77,111,111Y12M
65000,新北市,65000020,三重區,65000020-061,長元里,193,118,75,1776,916,860,479,220,259,111Y12M
65000,新北市,65000020,三重區,65000020-062,長江里,136,62,74,1446,725,721,401,183,218,111Y12M
65000,新北市,65000020,三重區,65000020-063,長泰里,168,94,74,1541,788,753,492,214,278,111Y12M
65000,新北市,65000020,三重區,65000020-064,長福里,118,54,64,1170,562,608,295,126,169,111Y12M
65000,新北市,65000020,三重區,65000020-065,介壽里,114,58,56,801,412,389,253,111,142,111Y12M
65000,新北市,65000020,三重區,65000020-066,萬壽里,140,73,67,1452,721,731,391,176,215,111Y12M
65000,新北市,65000020,三重區,65000020-067,錦江里,184,105,79,1699,861,838,436,194,242,111Y12M
65000,新北市,65000020,三重區,65000020-068,龍濱里,305,142,163,2434,1238,1196,552,231,321,111Y12M
65000,新北市,65000020,三重區,65000020-069,龍門里,176,88,88,1397,698,699,339,150,189,111Y12M
65000,新北市,65000020,三重區,65000020-070,秀江里,120,60,60,904,460,444,235,95,140,111Y12M
65000,新北市,65000020,三重區,65000020-071,奕壽里,166,89,77,1179,573,606,348,145,203,111Y12M
65000,新北市,65000020,三重區,65000020-072,三安里,221,127,94,1836,897,939,573,247,326,111Y12M
65000,新北市,65000020,三重區,65000020-073,福安里,257,135,122,2176,1085,1091,551,238,313,111Y12M
65000,新北市,65000020,三重區,65000020-074,信安里,199,105,94,1498,727,771,347,147,200,111Y12M
65000,新北市,65000020,三重區,65000020-075,安慶里,161,82,79,1460,705,755,431,182,249,111Y12M
65000,新北市,65000020,三重區,65000020-076,幸福里,408,201,207,3342,1683,1659,866,373,493,111Y12M
65000,新北市,65000020,三重區,65000020-077,六合里,358,198,160,2715,1373,1342,727,331,396,111Y12M
65000,新北市,65000020,三重區,65000020-078,六福里,884,455,429,4111,2044,2067,899,400,499,111Y12M
65000,新北市,65000020,三重區,65000020-079,順德里,199,102,97,1602,849,753,444,192,252,111Y12M
65000,新北市,65000020,三重區,65000020-080,承德里,142,84,58,1264,641,623,370,167,203,111Y12M
65000,新北市,65000020,三重區,65000020-081,瑞德里,248,136,112,1738,880,858,471,199,272,111Y12M
65000,新北市,65000020,三重區,65000020-082,崇德里,378,198,180,2768,1430,1338,805,354,451,111Y12M
65000,新北市,65000020,三重區,65000020-083,厚德里,431,234,197,2497,1229,1268,640,305,335,111Y12M
65000,新北市,65000020,三重區,65000020-084,維德里,329,191,138,2022,998,1024,544,240,304,111Y12M
65000,新北市,65000020,三重區,65000020-085,尚德里,319,159,160,2124,1027,1097,610,264,346,111Y12M
65000,新北市,65000020,三重區,65000020-086,培德里,447,204,243,2630,1314,1316,704,314,390,111Y12M
65000,新北市,65000020,三重區,65000020-087,永德里,593,301,292,3480,1778,1702,892,369,523,111Y12M
65000,新北市,65000020,三重區,65000020-088,永盛里,420,206,214,2229,1115,1114,620,266,354,111Y12M
65000,新北市,65000020,三重區,65000020-089,永福里,716,358,358,3783,1836,1947,862,386,476,111Y12M
65000,新北市,65000020,三重區,65000020-090,永清里,698,347,351,3806,1870,1936,949,419,530,111Y12M
65000,新北市,65000020,三重區,65000020-091,永安里,541,266,275,2990,1466,1524,662,301,361,111Y12M
65000,新北市,65000020,三重區,65000020-092,永煇里,206,113,93,1805,922,883,457,223,234,111Y12M
65000,新北市,65000020,三重區,65000020-093,溪美里,1041,535,506,6564,3201,3363,1364,609,755,111Y12M
65000,新北市,65000020,三重區,65000020-094,福隆里,614,311,303,3270,1606,1664,716,320,396,111Y12M
65000,新北市,65000020,三重區,65000020-095,五常里,653,337,316,3998,1954,2044,727,321,406,111Y12M
65000,新北市,65000020,三重區,65000020-096,五福里,491,251,240,2846,1390,1456,642,275,367,111Y12M
65000,新北市,65000020,三重區,65000020-097,仁忠里,373,185,188,2236,1114,1122,641,295,346,111Y12M
65000,新北市,65000020,三重區,65000020-098,慈福里,194,97,97,1614,829,785,448,199,249,111Y12M
65000,新北市,65000020,三重區,65000020-099,慈生里,189,100,89,1518,768,750,501,215,286,111Y12M
65000,新北市,65000020,三重區,65000020-100,慈惠里,225,122,103,1596,812,784,429,186,243,111Y12M
65000,新北市,65000020,三重區,65000020-101,慈愛里,361,190,171,2418,1211,1207,692,301,391,111Y12M
65000,新北市,65000020,三重區,65000020-102,慈化里,316,167,149,1808,875,933,452,206,246,111Y12M
65000,新北市,65000020,三重區,65000020-103,慈祐里,687,357,330,3628,1822,1806,875,376,499,111Y12M
65000,新北市,65000020,三重區,65000020-104,五華里,631,304,327,3859,1881,1978,814,354,460,111Y12M
65000,新北市,65000020,三重區,65000020-105,富貴里,934,454,480,4999,2415,2584,1039,456,583,111Y12M
65000,新北市,65000020,三重區,65000020-106,富華里,445,227,218,2421,1221,1200,576,270,306,111Y12M
65000,新北市,65000020,三重區,65000020-107,富福里,290,146,144,1503,717,786,377,165,212,111Y12M
65000,新北市,65000020,三重區,65000020-108,碧華里,1375,720,655,6522,3149,3373,1162,477,685,111Y12M
65000,新北市,65000020,三重區,65000020-109,五谷里,135,75,60,1380,699,681,360,174,186,111Y12M
65000,新北市,65000020,三重區,65000020-110,博愛里,462,238,224,3323,1600,1723,780,359,421,111Y12M
65000,新北市,65000020,三重區,65000020-111,福德里,458,233,225,3034,1457,1577,716,301,415,111Y12M
65000,新北市,65000020,三重區,65000020-112,永吉里,366,193,173,2052,985,1067,513,230,283,111Y12M
65000,新北市,65000020,三重區,65000020-113,永發里,772,425,347,4247,2099,2148,914,430,484,111Y12M
65000,新北市,65000020,三重區,65000020-114,永順里,662,341,321,3827,1852,1975,733,319,414,111Y12M
65000,新北市,65000020,三重區,65000020-115,永豐里,822,421,401,4310,2078,2232,848,388,460,111Y12M
65000,新北市,65000020,三重區,65000020-116,立德里,328,160,168,2438,1213,1225,650,297,353,111Y12M
65000,新北市,65000020,三重區,65000020-117,福樂里,430,235,195,2659,1316,1343,724,317,407,111Y12M
65000,新北市,65000020,三重區,65000020-118,仁華里,608,301,307,3225,1582,1643,686,295,391,111Y12M
65000,新北市,65000020,三重區,65000020-119,五順里,436,232,204,2913,1458,1455,678,292,386,111Y12M
65000,新北市,65000030,中和區,65000030-001,中原里,1178,631,547,6937,3328,3609,1202,540,662,111Y12M
65000,新北市,65000030,中和區,65000030-002,平河里,919,497,422,6954,3294,3660,1339,590,749,111Y12M
65000,新北市,65000030,中和區,65000030-003,信和里,437,225,212,2946,1499,1447,847,362,485,111Y12M
65000,新北市,65000030,中和區,65000030-004,仁和里,387,201,186,2677,1351,1326,798,356,442,111Y12M
65000,新北市,65000030,中和區,65000030-005,中正里,414,221,193,2661,1287,1374,798,352,446,111Y12M
65000,新北市,65000030,中和區,65000030-006,建和里,310,164,146,2392,1189,1203,764,306,458,111Y12M
65000,新北市,65000030,中和區,65000030-007,連和里,204,110,94,1723,797,926,471,178,293,111Y12M
65000,新北市,65000030,中和區,65000030-008,連城里,640,318,322,4487,2200,2287,1320,538,782,111Y12M
65000,新北市,65000030,中和區,65000030-009,力行里,626,332,294,4408,2096,2312,1049,462,587,111Y12M
65000,新北市,65000030,中和區,65000030-010,枋寮里,340,180,160,2582,1285,1297,768,335,433,111Y12M
65000,新北市,65000030,中和區,65000030-011,漳和里,395,214,181,2775,1350,1425,714,310,404,111Y12M
65000,新北市,65000030,中和區,65000030-012,廟美里,427,207,220,2994,1485,1509,983,436,547,111Y12M
65000,新北市,65000030,中和區,65000030-013,福真里,318,158,160,2907,1460,1447,848,363,485,111Y12M
