COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A14_CNT,A0A14_M_CNT,A0A14_F_CNT,A15A64_CNT,A15A64_M_CNT,A15A64_F_CNT,A65UP_CNT,A65UP_M_CNT,A65UP_F_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,0-14╖│дHдf╝╞,0-14╖│иkй╩дHдf╝╞,0-14╖│дkй╩дHдf╝╞,15-64╖│дHдf╝╞,15-64╖│иkй╩дHдf╝╞,15-64╖│дkй╩дHдf╝╞,65╖│еHдWдHдf╝╞,65╖│еHдWиkй╩дHдf╝╞,65╖│еHдWдkй╩дHдf╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,44,25,19,338,185,153,126,57,69,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,159,84,75,1297,716,581,309,157,152,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,92,41,51,986,535,451,225,123,102,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,414,221,193,3707,1952,1755,680,331,349,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,52,28,24,398,230,168,159,85,74,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,85,45,40,564,326,238,206,97,109,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,111,66,45,716,397,319,210,101,109,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,74,40,34,713,391,322,164,78,86,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,150,87,63,1195,654,541,272,136,136,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,62,32,30,623,356,267,165,73,92,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,109,56,53,1080,644,436,270,136,134,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,5,2,3,168,96,72,57,28,29,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,48,28,20,414,227,187,86,35,51,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,140,79,61,925,464,461,283,136,147,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,61,27,34,579,338,241,177,93,84,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-012,╕U╝wз°,50,27,23,505,284,221,129,72,57,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-006,╕q╝wз°,151,93,58,947,521,426,273,127,146,"105Y12M"
