TAG,COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,FLD01,FLD02,FLD03,FLD04,FLD05,FLD06,FLD07,FLD08,INFO_TIME
╝╨┼╥,┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,п╟╡|│цжь,║южXй╥▒o┴`├B,ензб╝╞,дджь╝╞,▓─д@д└жь╝╞,▓─дTд└жь╝╞,╝╨╖╟оt,┼▄▓злY╝╞,╕ъо╞о╔╢б
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,464,418306,902,585,355,972,1669.97,185.24,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,480,453086,944,600,337,1100,1256.5,133.11,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,248,313671,1265,708,402,1250,3188.84,252.12,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,332,252861,762,525,331,975,770.45,101.16,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,599,678565,1133,717,397,1425,1377.87,121.63,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,1645,1311981,798,591,360,1007,725.78,91,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,919,713755,777,587,334,984,721,92.83,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,1776,1264715,712,540,339,877,640.95,90.01,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,1292,965999,748,579,366,919,702.79,94,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,1325,1036983,783,582,365,963,903.95,115.5,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,1926,1914059,994,662,383,1212,1361.95,137.05,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,834,583614,700,540,349,872,601.22,85.92,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,931,814447,875,602,355,1052,1070.36,122.35,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,1292,1363834,1056,742,409,1357,1109.99,105.15,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-015,┤фз└и╜,965,960727,996,679,404,1198,1603.3,161.04,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-016,кў╡╪и╜,1172,826421,705,528,334,863,643.15,91.21,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-017,┤ф╝wи╜,1430,1101437,770,565,351,914,726.35,94.3,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-018,е┴┼vи╜,825,645029,782,566,344,957,760.94,97.32,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-019,л╪░ъи╜,1077,742536,689,536,328,853,582.43,84.48,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-020,║~е═и╜,1482,1346283,908,623,361,1110,1063.45,117.07,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-021,д╜└]и╜,1156,913053,790,573,346,1003,691.36,87.53,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-022,╖sе┴и╜,1375,1206462,877,623,369,1088,939.18,107.04,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-023,йп║╓и╜,1166,930180,798,543,345,913,2778.11,348.24,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-024,й╛╕█и╜,1314,1255163,955,668,385,1260,893.58,93.55,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-025,ж╩╣╪и╜,667,548825,823,562,347,973,1365.15,165.91,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-026,д╢╣╪и╜,898,732286,815,582,359,977,838.61,102.84,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-027,╖sоHи╜,693,610440,881,605,369,1039,989.39,112.32,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-028,╡╪ж┐и╜,2269,2495297,1100,743,403,1387,1342.02,122.03,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-029,ж┐╗Aи╜,1426,1254436,880,570,347,961,1357.49,154.31,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-030,п┬╗Aи╜,1677,1342757,801,597,373,1006,726.67,90.76,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-031,╖╦└Yи╜,1775,1494183,842,577,368,1011,898,106.68,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-032,┴p╗Aи╜,1285,1411518,1098,747,409,1364,1123.6,102.29,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-033,з╗╗Aи╜,1582,1363720,862,633,388,1068,915.24,106.17,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-034,дп╗Aи╜,839,519274,619,504,338,746,442.32,71.47,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-035,╖s╗Aи╜,2651,2396860,904,647,398,1095,1301.13,143.91,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-036,жN╗Aи╜,1035,709673,686,533,324,856,581.18,84.76,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-037,╝w╗Aи╜,2145,1842324,859,657,391,1123,671.35,78.16,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-038,║б╗Aи╜,854,576433,675,515,337,826,589.87,87.39,"101Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-039,й·╗Aи╜,1433,1083824,756,544,339,894,752.43,99.48,"101Y"
