TAG,COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,FLD01,FLD02,FLD03,FLD04,FLD05,FLD06,FLD07,FLD08,INFO_TIME
標籤,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,資料時間
,65000,新北市,65000050,新莊區,65000050-001,海山里,1693,1035854,612,386,175,753,710.01,116.04,"109Y"
,65000,新北市,65000050,新莊區,65000050-004,全安里,1402,942027,672,419,195,810,836.02,124.42,"109Y"
,65000,新北市,65000050,新莊區,65000050-010,文衡里,698,534102,765,476,223,948,909.85,118.91,"109Y"
,65000,新北市,65000050,新莊區,65000050-013,興漢里,1059,728519,688,443,226,861,872.78,126.87,"109Y"
,65000,新北市,65000050,新莊區,65000050-016,榮和里,1069,802184,750,429,203,872,1270.94,169.37,"109Y"
,65000,新北市,65000050,新莊區,65000050-019,文德里,548,434869,794,470,217,952,1500.63,189.1,"109Y"
,65000,新北市,65000050,新莊區,65000050-022,文明里,549,405453,739,423,199,895,1081.05,146.38,"109Y"
,65000,新北市,65000050,新莊區,65000050-023,中港里,2020,1338381,663,431,199,791,810.5,122.33,"109Y"
,65000,新北市,65000050,新莊區,65000050-002,頭前里,3624,3908017,1078,617,268,1345,1355.94,125.74,"109Y"
,65000,新北市,65000050,新莊區,65000050-043,丹鳳里,2718,1707692,628,433,204,816,693.1,110.32,"109Y"
,65000,新北市,65000050,新莊區,65000050-015,西盛里,4224,2829010,670,452,222,872,745.89,111.37,"109Y"
,65000,新北市,65000050,新莊區,65000050-018,瓊林里,1624,924573,569,384,196,679,640.24,112.46,"109Y"
,65000,新北市,65000050,新莊區,65000050-040,營盤里,739,453329,613,393,192,786,761.79,124.18,"109Y"
,65000,新北市,65000050,新莊區,65000050-009,後港里,2351,1374263,585,382,196,724,743.49,127.19,"109Y"
,65000,新北市,65000050,新莊區,65000050-003,國泰里,492,267145,543,361,165,688,654.69,120.57,"109Y"
,65000,新北市,65000050,新莊區,65000050-026,立人里,671,636745,949,531,244,1221,1304.4,137.46,"109Y"
,65000,新北市,65000050,新莊區,65000050-008,恆安里,1371,932018,680,426,202,841,772.18,113.59,"109Y"
,65000,新北市,65000050,新莊區,65000050-025,思源里,1682,1039688,618,406,196,788,729.58,118.03,"109Y"
,65000,新北市,65000050,新莊區,65000050-036,化成里,1394,1074860,771,433,200,930,1048.79,136.02,"109Y"
,65000,新北市,65000050,新莊區,65000050-005,福基里,2016,2007636,996,572,264,1248,1259.91,126.52,"109Y"
,65000,新北市,65000050,新莊區,65000050-039,思賢里,1304,860764,660,407,196,823,815.95,123.61,"109Y"
,65000,新北市,65000050,新莊區,65000050-011,中美里,1782,1181230,663,428,202,836,765.4,115.47,"109Y"
,65000,新北市,65000050,新莊區,65000050-014,中和里,1358,892661,657,393,187,777,1057.34,160.85,"109Y"
,65000,新北市,65000050,新莊區,65000050-017,中泰里,1271,693616,546,375,187,693,586.49,107.47,"109Y"
,65000,新北市,65000050,新莊區,65000050-031,立言里,1629,1034937,635,393,191,782,742.47,116.86,"109Y"
,65000,新北市,65000050,新莊區,65000050-034,立功里,977,529658,542,361,187,680,621.55,114.65,"109Y"
,65000,新北市,65000050,新莊區,65000050-029,立德里,837,620545,741,445,215,984,957.15,129.1,"109Y"
,65000,新北市,65000050,新莊區,65000050-006,豐年里,1089,598034,549,368,188,689,621.41,113.16,"109Y"
,65000,新北市,65000050,新莊區,65000050-007,忠孝里,1739,1228059,706,431,211,874,856.21,121.24,"109Y"
,65000,新北市,65000050,新莊區,65000050-037,立志里,1152,674535,586,397,204,712,679.49,116.05,"109Y"
,65000,新北市,65000050,新莊區,65000050-020,中誠里,620,387332,625,409,191,751,733.22,117.37,"109Y"
,65000,新北市,65000050,新莊區,65000050-045,自立里,1511,885605,586,373,190,723,690.34,117.78,"109Y"
,65000,新北市,65000050,新莊區,65000050-042,自強里,646,302513,468,328,161,619,522.7,111.62,"109Y"
,65000,新北市,65000050,新莊區,65000050-047,幸福里,1217,612330,503,340,168,636,548.74,109.06,"109Y"
,65000,新北市,65000050,新莊區,65000050-028,仁愛里,719,359416,500,357,178,618,541.38,108.3,"109Y"
,65000,新北市,65000050,新莊區,65000050-030,信義里,1602,963618,602,386,195,777,666.96,110.88,"109Y"
,65000,新北市,65000050,新莊區,65000050-050,龍鳳里,3489,2799144,802,529,247,1076,957.51,119.35,"109Y"
,65000,新北市,65000050,新莊區,65000050-032,民安里,1827,1089103,596,394,198,750,675.63,113.34,"109Y"
,65000,新北市,65000050,新莊區,65000050-038,光華里,2075,1170203,564,388,194,713,623.25,110.52,"109Y"
,65000,新北市,65000050,新莊區,65000050-024,富國里,694,357807,516,380,196,656,542.98,105.32,"109Y"
,65000,新北市,65000050,新莊區,65000050-021,裕民里,1921,1102250,574,359,181,692,824.73,143.73,"109Y"
,65000,新北市,65000050,新莊區,65000050-027,南港里,1640,938657,572,383,202,677,718.61,125.55,"109Y"
,65000,新北市,65000050,新莊區,65000050-066,萬安里,1141,585142,513,358,189,639,587.92,114.64,"109Y"
,65000,新北市,65000050,新莊區,65000050-012,八德里,885,455668,515,337,177,635,637.5,123.82,"109Y"
,65000,新北市,65000050,新莊區,65000050-035,民本里,819,376648,460,350,181,599,447.93,97.4,"109Y"
,65000,新北市,65000050,新莊區,65000050-041,光榮里,1248,706509,566,382,196,736,640.39,113.12,"109Y"
,65000,新北市,65000050,新莊區,65000050-044,光明里,1443,836426,580,389,207,730,615.89,106.25,"109Y"
,65000,新北市,65000050,新莊區,65000050-046,合鳳里,1282,621030,484,332,168,607,567.2,117.09,"109Y"
,65000,新北市,65000050,新莊區,65000050-048,雙鳳里,3753,3004897,801,519,245,1037,947.26,118.31,"109Y"
,65000,新北市,65000050,新莊區,65000050-033,和平里,1513,843341,557,382,181,731,591.83,106.18,"109Y"
,65000,新北市,65000050,新莊區,65000050-049,自信里,735,474645,646,389,200,766,942.86,146,"109Y"
,65000,新北市,65000050,新莊區,65000050-060,全泰里,1651,1279078,775,483,230,969,1002.13,129.35,"109Y"
,65000,新北市,65000050,新莊區,65000050-059,立泰里,1575,1040099,660,414,199,861,748.45,113.34,"109Y"
,65000,新北市,65000050,新莊區,65000050-062,立基里,2002,1544121,771,480,225,951,986.67,127.93,"109Y"
,65000,新北市,65000050,新莊區,65000050-057,中宏里,1184,730629,617,416,203,794,679.55,110.12,"109Y"
,65000,新北市,65000050,新莊區,65000050-058,中全里,1031,529485,514,364,190,665,527.94,102.8,"109Y"
,65000,新北市,65000050,新莊區,65000050-051,中華里,926,729132,787,500,225,1009,892.3,113.32,"109Y"
,65000,新北市,65000050,新莊區,65000050-052,中隆里,1610,1264925,786,459,216,985,1007.38,128.22,"109Y"
,65000,新北市,65000050,新莊區,65000050-053,中原里,4410,3957956,897,512,228,1109,1201.74,133.9,"109Y"
,65000,新北市,65000050,新莊區,65000050-054,中信里,2707,1839790,680,449,211,875,749.55,110.29,"109Y"
,65000,新北市,65000050,新莊區,65000050-061,仁義里,1024,532819,520,335,172,651,606.98,116.65,"109Y"
,65000,新北市,65000050,新莊區,65000050-056,建福里,852,418629,491,354,180,665,529.95,107.86,"109Y"
,65000,新北市,65000050,新莊區,65000050-055,四維里,1273,629985,495,353,175,611,528.38,106.77,"109Y"
,65000,新北市,65000050,新莊區,65000050-065,文聖里,1177,925673,786,496,229,979,976.16,124.12,"109Y"
,65000,新北市,65000050,新莊區,65000050-068,福營里,889,542053,610,374,187,705,826.39,135.53,"109Y"
,65000,新北市,65000050,新莊區,65000050-069,後德里,1051,699918,666,443,205,834,863.64,129.69,"109Y"
,65000,新北市,65000050,新莊區,65000050-070,建安里,2169,1334845,615,412,204,793,657.68,106.87,"109Y"
,65000,新北市,65000050,新莊區,65000050-067,龍安里,660,331681,503,349,179,615,623.74,124.12,"109Y"
,65000,新北市,65000050,新莊區,65000050-064,昌平里,2971,2993954,1008,596,266,1245,1315.07,130.5,"109Y"
,65000,新北市,65000050,新莊區,65000050-063,昌明里,1109,681159,614,373,175,745,732.7,119.29,"109Y"
,65000,新北市,65000050,新莊區,65000050-071,成德里,1500,810162,540,378,188,686,572.12,105.93,"109Y"
,65000,新北市,65000050,新莊區,65000050-072,福興里,1944,1208991,622,389,194,760,751.83,120.89,"109Y"
,65000,新北市,65000050,新莊區,65000050-073,昌信里,1221,946792,775,490,221,1037,856.58,110.47,"109Y"
,65000,新北市,65000050,新莊區,65000050-074,昌隆里,1469,1047484,713,461,219,924,807.31,113.22,"109Y"
,65000,新北市,65000050,新莊區,65000050-075,中平里,2971,2409059,811,520,240,1064,958.11,118.16,"109Y"
,65000,新北市,65000050,新莊區,65000050-076,立廷里,4066,3839157,944,613,277,1238,1098.95,116.39,"109Y"
,65000,新北市,65000050,新莊區,65000050-077,泰豐里,750,459130,612,388,203,758,725.57,118.52,"109Y"
,65000,新北市,65000050,新莊區,65000050-078,富民里,1206,631289,523,364,200,678,527.73,100.82,"109Y"
,65000,新北市,65000050,新莊區,65000050-079,龍福里,704,410923,584,403,208,783,609.08,104.35,"109Y"
,65000,新北市,65000050,新莊區,65000050-080,祥鳳里,752,416739,554,381,194,689,587.73,106.05,"109Y"
,65000,新北市,65000050,新莊區,65000050-081,民全里,1212,693878,573,399,199,739,632.64,110.5,"109Y"
,65000,新北市,65000050,新莊區,65000050-082,民有里,1256,705335,562,401,196,737,573.05,102.04,"109Y"
,65000,新北市,65000050,新莊區,65000050-083,光正里,1350,782280,579,385,194,699,694.96,119.93,"109Y"
,65000,新北市,65000050,新莊區,65000050-084,光和里,759,374254,493,356,191,613,538.07,109.12,"109Y"
X,65000,新北市,65000050,新莊區,65000050-999,其　他,1,585,585,585,585,585,0,0,"109Y"
,65000,新北市,65000170,林口區,65000170-001,東林里,1191,632235,531,364,193,602,652.13,122.85,"109Y"
,65000,新北市,65000170,林口區,65000170-002,林口里,1670,995543,596,373,186,740,755.13,126.67,"109Y"
,65000,新北市,65000170,林口區,65000170-003,西林里,3439,3179071,924,519,240,1115,1384.15,149.73,"109Y"
,65000,新北市,65000170,林口區,65000170-006,湖北里,448,274534,613,384,200,770,720.48,117.57,"109Y"
,65000,新北市,65000170,林口區,65000170-004,菁湖里,1429,1220214,854,480,218,1038,1249.34,146.31,"109Y"
,65000,新北市,65000170,林口區,65000170-007,湖南里,8606,9688425,1126,701,308,1451,1459.16,129.61,"109Y"
,65000,新北市,65000170,林口區,65000170-008,南勢里,8994,11557119,1285,814,343,1694,1862.75,144.96,"109Y"
,65000,新北市,65000170,林口區,65000170-010,頂福里,301,151290,503,374,198,647,524.87,104.43,"109Y"
,65000,新北市,65000170,林口區,65000170-011,下福里,385,224650,584,389,198,722,822.02,140.88,"109Y"
,65000,新北市,65000170,林口區,65000170-012,嘉寶里,260,130186,501,359,200,606,597.04,119.24,"109Y"
,65000,新北市,65000170,林口區,65000170-013,瑞平里,219,116294,531,361,186,592,744.1,140.13,"109Y"
,65000,新北市,65000170,林口區,65000170-014,太平里,442,235356,532,367,212,640,593.59,111.48,"109Y"
,65000,新北市,65000170,林口區,65000170-005,中湖里,1450,1105322,762,499,244,944,999.02,131.06,"109Y"
,65000,新北市,65000170,林口區,65000170-009,東勢里,2331,1727351,741,447,214,889,967.16,130.51,"109Y"
,65000,新北市,65000170,林口區,65000170-015,仁愛里,2426,2575217,1062,610,265,1388,1393.45,131.27,"109Y"
,65000,新北市,65000170,林口區,65000170-016,麗林里,2949,2864983,972,567,250,1223,1226.11,126.21,"109Y"
,65000,新北市,65000170,林口區,65000170-017,麗園里,1343,1116811,832,433,210,916,1866.51,224.45,"109Y"
X,65000,新北市,65000170,林口區,65000170-999,其　他,0,0,0,0,0,0,0,0,"109Y"
,65000,新北市,65000150,五股區,65000150-001,興珍里,1551,923345,595,367,171,696,1102.09,185.13,"109Y"
,65000,新北市,65000150,五股區,65000150-002,更寮里,292,163113,559,418,187,688,628.2,112.46,"109Y"
,65000,新北市,65000150,五股區,65000150-003,集福里,1084,552446,510,378,188,666,490.45,96.24,"109Y"
,65000,新北市,65000150,五股區,65000150-004,觀音里,285,146160,513,353,196,633,504.72,98.42,"109Y"
,65000,新北市,65000150,五股區,65000150-005,成州里,1621,868558,536,363,181,672,632.35,118.02,"109Y"
,65000,新北市,65000150,五股區,65000150-008,五股里,1131,645446,571,354,170,674,731.31,128.15,"109Y"
,65000,新北市,65000150,五股區,65000150-007,五龍里,346,189601,548,348,172,682,671.84,122.6,"109Y"
,65000,新北市,65000150,五股區,65000150-010,德音里,1691,1246099,737,415,198,822,1450.78,196.88,"109Y"
,65000,新北市,65000150,五股區,65000150-012,貿商里,864,520086,602,385,189,753,708.41,117.69,"109Y"
,65000,新北市,65000150,五股區,65000150-011,陸一里,671,395483,589,365,183,723,755.31,128.15,"109Y"
,65000,新北市,65000150,五股區,65000150-006,成功里,2197,1236540,563,399,200,734,583.89,103.74,"109Y"
,65000,新北市,65000150,五股區,65000150-009,五福里,1034,503813,487,317,176,581,600.18,123.18,"109Y"
